parlamentar,partido,uf_partido,sessao,fase,data,hora,publicacao,link_discurso,sumario
Capitão Wagner,UNIÃO,CE,156.2022,BREVES COMUNICAÇÕES,23/11/2022,16h08,DCD24/11/2022 PAG. 60,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702392&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A08&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Capit%C3%A3o+Wagner&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A08,"Apoio à criação de CPI para investigação de suposta prática de abuso de autoridade por Ministros dos Tribunais Superiores. Perplexidade diante da suspensão, pelo Ministro Gilmar Mendes, do Supremo Tribunal Federal, de investigação da Polícia Federal acerca de desvio de recursos na Fundação Getúlio Vargas."
Leo de Brito,PT,AC,156.2022,BREVES COMUNICAÇÕES,23/11/2022,16h04,DCD24/11/2022 PAG. 59,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702387&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A04&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Leo+de+Brito&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A04,Acerto das medidas adotadas pelo Poder Judiciário e pelas forças policiais do Estado de Mato Grosso para contenção de atos antidemocráticos. Apelo ao Congresso Nacional de aprovação da chamada PEC da Transição. Necessidade de abertura de espaço fiscal para implantação das políticas sociais do futuro Governo do PT.
Carlos Veras,PT,PE,156.2022,BREVES COMUNICAÇÕES,23/11/2022,16h04,DCD24/11/2022 PAG. 59,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702385&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A04&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Carlos+Veras&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A04,Solicitação ao Ministério do Desenvolvimento Regional de restabelecimento dos recursos destinados às operações de abastecimento de água com carros-pipa na Região Nordeste.
Pastor Gil,PL,MA,156.2022,BREVES COMUNICAÇÕES,23/11/2022,16h00,DCD24/11/2022 PAG. 58,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702383&nuOrador=1&nuInsercao=1&dtHorarioQuarto=16%3A00&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Pastor+Gil&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=16%3A00,"Agradecimento ao povo do Estado do Maranhão pelos votos concedidos ao orador. Transcurso do centenário de fundação da Igreja Evangélica Assembleia de Deus do Estado do Maranhão. Homenagem ao Missionário Clímaco Bueno Aza; e aos Pastores Estevam Ângelo de Souza, Pedro Aldir Damasceno e José Guimarães Coutinho."
José Nelto,PP,GO,156.2022,BREVES COMUNICAÇÕES,23/11/2022,15h56,DCD24/11/2022 PAG. 57,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702379&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A56&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Jos%C3%A9+Nelto&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A56,Prejuízos causados ao País pelo excesso de burocracia da Caixa Econômica Federal para liberação de recursos destinados à conclusão de obras. Anúncio de convocação da diretoria do órgão à Casa para esclarecimentos sobre o tema.
José Ricardo,PT,AM,156.2022,BREVES COMUNICAÇÕES,23/11/2022,15h52,DCD24/11/2022 PAG. 56,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702376&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A52&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Jos%C3%A9+Ricardo&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A52,Relato das emendas orçamentárias apresentadas pelo orador para o ano de 2023.
Heitor Schuch,PSB,RS,156.2022,BREVES COMUNICAÇÕES,23/11/2022,15h48,DCD24/11/2022 PAG. 55,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702373&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A48&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Heitor+Schuch&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A48,"Presença em Brasília, Distrito Federal, do Deputado Estadual Elton Weber, do Rio Grande do Sul; do presidente da Comissão Interestadual da Uva, Cedenir Postal; e do presidente do Sindicato dos Trabalhadores Rurais de Flores da Cunha e Nova Pádua, Ricardo Pagno, para debate do preço mínimo da uva para a safra 2022/2023 com representantes dos Ministérios da Economia e da Agricultura, Pecuária e Abastecimento; e da Companhia Nacional de Abastecimento - CONAB. Solidariedade às reivindicações do Sindicato dos Assalariados Ativos, Aposentados e Pensionistas nas Empresas Geradoras, ou Transmissoras, ou Distribuidoras, ou Afins, de Energia Elétrica do Estado do Rio Grande do Sul — SENERGISUL, contra a venda de imóveis ocupados por trabalhadores da empresa CGT ELETROSUL no Município de Candiota."
Vicentinho,PT,SP,156.2022,BREVES COMUNICAÇÕES,23/11/2022,15h44,DCD24/11/2022 PAG. 54,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702370&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A44&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Vicentinho&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A44,Êxito das negociações conduzidas pelo Sindicato dos Metalúrgicos do ABC contra a demissão de trabalhadores da empresa Mercedes-Benz. Saudações aos dirigentes sindicais participantes no acordo.
Jaqueline Cassol,PP,RO,156.2022,BREVES COMUNICAÇÕES,23/11/2022,15h40,DCD24/11/2022 PAG. 52,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702362&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A40&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Jaqueline+Cassol&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A40,"Congratulações aos cafeicultores do Estado de Rondônia pelas premiações recebidas na Semana Internacional do Café, realizada em Belo Horizonte, Estado de Minas Gerais. Incentivo do Governador Marcos Rocha aos agricultores rondonienses, especialmente aos produtores de café."
Charles Fernandes,PSD,BA,156.2022,BREVES COMUNICAÇÕES,23/11/2022,15h40,DCD24/11/2022 PAG. 53,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702364&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A40&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Charles+Fernandes&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A40,"Apelo ao Presidente Arthur Lira de votação do Requerimento nº 1.500, de 2022, de apreciação em regime de urgência do Projeto de Lei nº 2.703, de 2022, sobre a alteração da Lei nº 14.300, de 2022, com vistas ao acréscimo do prazo de doze meses para solicitação de acesso na distribuidora, sem aplicação de novas regras tarifárias menos vantajosas, às unidades de microgeração e minigeração de energia elétrica."
Joseildo Ramos,PT,BA,156.2022,BREVES COMUNICAÇÕES,23/11/2022,15h36,DCD24/11/2022 PAG. 51,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702359&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A36&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Joseildo+Ramos&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A36,"Regozijo com a aprovação, pela Casa, do Projeto de Lei nº 488, de 2021, sobre alteração do Estatuto da Cidade, para vedação do emprego de técnicas construtivas hostis em espaços livres de uso público (Projeto de Lei Padre Júlio Lancelotti)."
João Daniel,PT,SE,156.2022,BREVES COMUNICAÇÕES,23/11/2022,15h32,DCD24/11/2022 PAG. 51,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702355&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A32&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Jo%C3%A3o+Daniel&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A32,"Aprovação, pela Comissão de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural, do Projeto de Lei nº 4.730, de 2020, sobre alteração da Lei nº 13.259, de 2016, para previsão da destinação preferencial ao Programa Nacional de Reforma Agrária dos imóveis rurais obtidos pela União em razão da extinção de créditos tributários por dação em pagamento. Esclarecimento sobre a matéria, de autoria do orador. Expectativa de atenção do futuro Governo Luiz Inácio Lula da Silva às questões agrárias e urbanas do Brasil. Declaração de apoio a proposta de emenda à Constituição de interesse para o País."
Maria do Rosário,PT,RS,156.2022,BREVES COMUNICAÇÕES,23/11/2022,15h28,DCD24/11/2022 PAG. 50,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702352&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A28&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Maria+do+Ros%C3%A1rio&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A28,"Necessidade de posicionamento da Casa contra manifestações golpistas e ataques ao Estado Democrático de Direito. Ajuizamento pelo PT, junto ao Supremo Tribunal Federal, de notícia-crime contra o Ministro do Tribunal de Contas da União Augusto Nardes em face de desrespeito ao processo eleitoral de 2022 e de incentivo golpe de Estado no País."
Marx Beltrão,PP,AL,156.2022,BREVES COMUNICAÇÕES,23/11/2022,15h24,DCD24/11/2022 PAG. 49,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702349&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A24&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Marx+Beltr%C3%A3o&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A24,"Repúdio à devolução pelo Prefeito Municipal de Coruripe, Estado de Alagoas, Marcelo Beltrão, de emenda impositiva individual apresentada pelo Senador Rodrigo Cunha destinada a investimentos em ações de limpeza nas praias da municipalidade. Protesto contra a recusa reiterada pelo Prefeito Marcelo Beltrão de recursos federais oriundos de emendas de bancada e individuais."
Henrique Fontana,PT,RS,156.2022,BREVES COMUNICAÇÕES,23/11/2022,15h20,DCD24/11/2022 PAG. 48,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702345&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A20&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Henrique+Fontana&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A20,Importância para a democracia da vitória de Luiz Inácio Lula da Silva no segundo turno das eleições presidenciais de 2022. Natureza golpista do questionamento do resultado por aliados do Presidente Jair Bolsonaro. Ataque ao Estado Democrático de Direito pelo Ministro do Tribunal de Contas da União Augusto Nardes em face de apoio a manifestações golpistas. Abertura de diálogo pelo Presidente da República eleito com setores apoiadores do Governo Jair Bolsonaro comprometidos com melhorias para o Brasil e atuação rigorosa contra autores de crimes contra a democracia.
Rodrigo Coelho,PODE,SC,156.2022,BREVES COMUNICAÇÕES,23/11/2022,15h16,DCD24/11/2022 PAG. 47,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702342&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A16&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Rodrigo+Coelho&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A16,"Solicitação aos Deputados de aprovação do Projeto de Lei nº 2.380, de 2021, acerca do funcionamento e das operações do Fundo Geral de Turismo - FUNGETUR."
Padre João,PT,MG,156.2022,BREVES COMUNICAÇÕES,23/11/2022,15h12,DCD24/11/2022 PAG. 46,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702339&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A12&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Padre+Jo%C3%A3o&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A12,"Realização, por órgãos da Casa, dos seminários Democratização do Orçamento Brasileiro e Sistema Nacional de Segurança Alimentar e Nutricional e Combate à Fome. Importância de proposta de emenda à Constituição relativa à garantia de recursos públicos para investimentos em programas sociais pelo futuro Governo Luiz Inácio Lula da Silva. Natureza golpista da contestação do resultado do segundo turno das eleições presidenciais de 2022."
Sidney Leite,PSD,AM,156.2022,BREVES COMUNICAÇÕES,23/11/2022,15h08,DCD24/11/2022 PAG. 45,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702336&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A08&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Sidney+Leite&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A08,"Posicionamento sobre a chamada PEC da Transição, proposta de emenda è Constituição relativa à garantia de recursos ao Orçamento da União para 2023 destinados ao combate à extrema desigualdade no Brasil. Reiteração de compromisso do orador com propostas para o desenvolvimento econômico do País."
Marcon,PT,RS,156.2022,BREVES COMUNICAÇÕES,23/11/2022,15h04,DCD24/11/2022 PAG. 43,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702331&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A04&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Marcon&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A04,"Realização, pela Comissão de Legislação Participativa, do seminário Democratização do Orçamento Brasileiro. Defesa de extinção do chamado orçamento secreto."
Marcel Van Hattem,NOVO,RS,156.2022,BREVES COMUNICAÇÕES,23/11/2022,15h04,DCD24/11/2022 PAG. 44,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702333&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A04&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Marcel+Van+Hattem&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A04,"Apelo à Casa de apoio à instalação da CPI destinada Apelo à Casa de apoio à instalação da CPI destinada à investigação da violação de direitos e garantias fundamentais, da prática de condutas arbitrárias sem a observância do devido processo legal, inclusive com a adoção de censura e atos de abuso de autoridade, por membros do Tribunal Superior Eleitoral e do Supremo Tribunal Federal, nos casos a seguir descritos. Defesa do Estado Democrático de Direito."
Flávio Nogueira,PT,PI,156.2022,BREVES COMUNICAÇÕES,23/11/2022,15h00,DCD24/11/2022 PAG. 42,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702329&nuOrador=1&nuInsercao=1&dtHorarioQuarto=15%3A00&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Fl%C3%A1vio+Nogueira&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=15%3A00,Homenagem póstuma ao cantor e compositor Erasmo Carlos.
Rubens Pereira Júnior,PT,MA,156.2022,BREVES COMUNICAÇÕES,23/11/2022,14h56,DCD24/11/2022 PAG. 41,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702327&nuOrador=1&nuInsercao=1&dtHorarioQuarto=14%3A56&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Rubens+Pereira+J%C3%BAnior&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=14%3A56,"Caracterização de litigância de má-fé em ação ajuizada pelo PL, junto ao Tribunal Superior Eleitoral, com o objetivo de anulação de votos para Presidente da República no segundo turno das eleições de 2022. Luta pela aprovação de proposta de emenda à Constituição sobre a exclusão das despesas com o programa Bolsa Família do teto de gastos públicos da União (PEC do Bolsa Família). Importância da matéria para a gestão do futuro Governo Luiz Inácio Lula da Silva."
Jorge Solla,PT,BA,156.2022,BREVES COMUNICAÇÕES,23/11/2022,14h52,DCD24/11/2022 PAG. 40,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702325&nuOrador=1&nuInsercao=1&dtHorarioQuarto=14%3A52&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Jorge+Solla&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=14%3A52,Prática de corrupção pelo Governo Jair Bolsonaro. Indignação com o avanço das privatizações especialmente da PETROBRAS. Anúncio de retomada dos investimentos na estatal pelo Presidente eleito Luiz Inácio Lula da Silva. Desestruturação do patrimônio público nacional pelo Presidente da República.
Frei Anastacio Ribeiro,PT,PB,156.2022,BREVES COMUNICAÇÕES,23/11/2022,14h48,DCD24/11/2022 PAG. 39,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702323&nuOrador=1&nuInsercao=1&dtHorarioQuarto=14%3A48&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Frei+Anastacio+Ribeiro&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=14%3A48,"Incentivo do Presidente Jair Bolsonaro a movimentos antidemocráticos. Falta de embasamento do pedido de anulação do segundo turno das eleições presidenciais, encaminhado pelo PL ao Supremo Tribunal Federal."
Delegado Marcelo Freitas,UNIÃO,MG,156.2022,BREVES COMUNICAÇÕES,23/11/2022,14h44,DCD24/11/2022 PAG. 38,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702320&nuOrador=1&nuInsercao=1&dtHorarioQuarto=14%3A44&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Delegado+Marcelo+Freitas&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=14%3A44,Importância de preservação da independência e harmonia entre os Poderes da República. Assinatura do requerimento de criação de CPI para investigação de eventuais excessos cometidos por membros dos Tribunais Superiores. Ativismo político de Ministros do Supremo Tribunal Federal e do Tribunal Superior Eleitoral.
Merlong Solano,PT,PI,156.2022,BREVES COMUNICAÇÕES,23/11/2022,14h40,DCD24/11/2022 PAG. 37,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702317&nuOrador=1&nuInsercao=1&dtHorarioQuarto=14%3A40&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Merlong+Solano&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=14%3A40,"Urgente necessidade de aprovação da chamada PEC da Transição/PEC da Cidadania para enfrentamento da fome no País. Imediata recomposição das dotações orçamentárias das universidades federais, dos Institutos Federais de Educação, Ciência e Tecnologia e do Conselho Nacional de Desenvolvimento Científico e Tecnológico - CNPq."
Delegado Éder Mauro,PL,PA,156.2022,BREVES COMUNICAÇÕES,23/11/2022,14h36,DCD24/11/2022 PAG. 36,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702312&nuOrador=1&nuInsercao=1&dtHorarioQuarto=14%3A36&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Delegado+%C3%89der+Mauro&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=14%3A36,Pedido aos Deputados de assinatura do requerimento de criação da CPI destinada à investigação de abusos de autoridades. Arbitrariedades cometidas pelo Supremo Tribunal Federal.
Bohn Gass,PT,RS,156.2022,BREVES COMUNICAÇÕES,23/11/2022,14h36,DCD24/11/2022 PAG. 37,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702314&nuOrador=1&nuInsercao=1&dtHorarioQuarto=14%3A36&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Bohn+Gass&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=14%3A36,"Apelo ao Governador do Estado do Rio Grande do Sul, Rodolfo Vieira Júnior, e ao futuro gestor estadual, Eduardo Leite, de suspensão da venda da Companhia Riograndense de Saneamento - CORSAN."
Célio Moura,PT,TO,156.2022,BREVES COMUNICAÇÕES,23/11/2022,14h32,DCD24/11/2022 PAG. 35,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702309&nuOrador=1&nuInsercao=1&dtHorarioQuarto=14%3A32&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=C%C3%A9lio+Moura&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=14%3A32,Participação do orador na equipe de transição do novo governo na área de desenvolvimento agrário. Atuação do Parlamentar a favor da reforma agrária e do homem do campo. Não criação de novos assentamentos rurais pelo Governo Jair Bolsonaro. Necessidade de instituição de políticas agrícolas no País.
Paulão,PT,AL,156.2022,BREVES COMUNICAÇÕES,23/11/2022,14h28,DCD24/11/2022 PAG. 34,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702306&nuOrador=1&nuInsercao=1&dtHorarioQuarto=14%3A28&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Paul%C3%A3o&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=14%3A28,"Protesto contra o corte, pelo Presidente Jair Bolsonaro, de recursos orçamentários da Operação Carro-Pipa destinada ao fornecimento de água potável às populações do semiárido nordestino. Pedido ao Ministério Público Federal de adoção das providências cabíveis a respeito do caso. Contrariedade à pretendida privatização da Companhia Brasileira de Trens Urbanos - CBTU de Minas Gerais. Prejuízos causados pela empresa Braskem S/A aos usuários da CBTU de Alagoas."
Carlos Jordy,PL,RJ,156.2022,BREVES COMUNICAÇÕES,23/11/2022,14h24,DCD24/11/2022 PAG. 33,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702303&nuOrador=1&nuInsercao=1&dtHorarioQuarto=14%3A24&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Carlos+Jordy&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=14%3A24,Contestação a discurso proferido por Deputada no plenário a respeito das recentes eleições brasileiras. Repúdio à ditadura da toga. Indignação com a censura imposta pelo Poder Judiciário a Parlamentares e redes sociais. Inércia da Câmara dos Deputados e do Senado Federal diante de decisões arbitrárias do Supremo Tribunal Federal. Pedido aos Deputados de assinatura do requerimento de criação da CPI destinada à investigação de abusos de autoridades.
Benedita da Silva,PT,RJ,156.2022,BREVES COMUNICAÇÕES,23/11/2022,14h20,DCD24/11/2022 PAG. 32,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702300&nuOrador=1&nuInsercao=1&dtHorarioQuarto=14%3A20&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Benedita+da+Silva&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=14%3A20,"Urgente necessidade de aprovação da chamada PEC do Bolsa Família. Importância de exclusão do Brasil do Mapa da Fome. Existência de razões para a prisão do Presidente Jair Bolsonaro. Inadmissibilidade de anulação do resultado das urnas, defendida pelo Presidente da República."
Kim Kataguiri,UNIÃO,SP,156.2022,BREVES COMUNICAÇÕES,23/11/2022,14h12,DCD24/11/2022 PAG. 30,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=5&nuSessao=156.2022&nuQuarto=2702296&nuOrador=1&nuInsercao=1&dtHorarioQuarto=14%3A12&sgFaseSessao=BC&Data=23%2F11%2F2022&txApelido=Kim+Kataguiri&txFaseSessao=Breves+Comunica%C3%A7%C3%B5es&txTipoSessao=Ordin%C3%A1ria+-+CD&dtHoraQuarto=14%3A12,Contrariedade à regulamentação das redes sociais proposta pelo Presidente eleito Luiz Inácio Lula da Silva. Propósito do novo Governo de suspensão do processo de privatização dos Correios para retomada da corrupção no âmbito da empresa. Natureza irônica da nomeação do advogado do futuro Presidente da República para relator de propostas de combate à corrupção. Caos no âmbito da equipe de transição no novo governo. Repúdio aos ataques do PT ao agronegócio brasileiro. Preservação do meio ambiente pelos produtores rurais.
